1,1,500,143,37.006,83.974,1,-1,-1,-1
1,2,509,223,28.309,64.24,1,-1,-1,-1
1,3,392,160,85.618,194.29,1,-1,-1,-1
2,1,495.207,141.98,47.7211,108.291,1,-1,-1,-1
3,1,500.032,142.839,60.6234,137.567,1,-1,-1,-1
3,3,430.24,160,85.618,194.29,1,-1,-1,-1
4,1,504.03,148.991,78.242,177.548,1,-1,-1,-1
5,3,443.008,164.666,83.8757,190.335,1,-1,-1,-1
6,3,452.482,144.32,92.2382,209.311,1,-1,-1,-1
7,3,465.633,135.392,95.7793,217.346,1,-1,-1,-1
8,1,556.385,140.535,66.4346,150.753,1,-1,-1,-1
8,3,480.329,131.805,97.1812,220.528,1,-1,-1,-1
9,1,578.136,140.555,51.5687,117.02,1,-1,-1,-1
9,3,495.703,130.922,97.5245,221.306,1,-1,-1,-1
10,3,524.734,183.451,79.649,180.741,1,-1,-1,-1
11,3,531.709,176.541,80.855,183.478,1,-1,-1,-1
12,3,540.381,170.232,82.3488,186.869,1,-1,-1,-1
12,6,244.109,174.632,58.7224,133.252,1,-1,-1,-1
13,3,558.752,165.473,83.6475,189.817,1,-1,-1,-1
13,6,253.451,185.659,55.5138,125.971,1,-1,-1,-1
14,3,571.896,156.326,90.7683,205.975,1,-1,-1,-1
14,6,256.389,160.464,67.4429,153.041,1,-1,-1,-1
15,3,586.015,151.362,94.6614,214.809,1,-1,-1,-1
16,3,591.993,149.045,96.5143,219.014,1,-1,-1,-1
16,9,660.501,150.557,86.4241,196.115,1,-1,-1,-1
17,3,601.961,148.275,97.1668,220.495,1,-1,-1,-1
17,9,667.04,141.17,92.7162,210.394,1,-1,-1,-1
18,3,620.768,161.651,88.632,201.127,1,-1,-1,-1
18,9,677.275,136.274,95.79,217.369,1,-1,-1,-1
19,3,638.817,162.107,86.0586,195.288,1,-1,-1,-1
19,9,689.268,134.013,97.0705,220.275,1,-1,-1,-1
20,3,648.735,147.223,91.0127,206.53,1,-1,-1,-1
20,9,704.575,132.418,91.6292,207.929,1,-1,-1,-1
21,3,660.864,147.195,94.0332,213.384,1,-1,-1,-1
21,9,718.519,132.776,93.9688,213.238,1,-1,-1,-1
22,14,510.81,141.865,30.324,68.8126,1,-1,-1,-1
23,14,515.514,140.396,29.2636,66.4063,1,-1,-1,-1
23,16,1009.07,170.272,85.618,194.29,1,-1,-1,-1
24,14,516.813,141.73,30.3378,68.8439,1,-1,-1,-1
24,16,972.771,164.778,85.618,194.29,1,-1,-1,-1
25,3,734.739,151.493,92.1936,209.208,1,-1,-1,-1
25,14,517.786,140.64,29.3331,66.564,1,-1,-1,-1
25,16,942.133,162.029,85.618,194.29,1,-1,-1,-1
26,3,749.595,148.132,95.1195,215.848,1,-1,-1,-1
26,14,517.459,141.842,30.2121,68.5587,1,-1,-1,-1
26,16,910.312,154.398,91.9912,208.752,1,-1,-1,-1
27,3,762.391,152.722,90.7005,205.821,1,-1,-1,-1
27,14,520.517,143.139,29.2455,66.3652,1,-1,-1,-1
27,16,886.168,156.364,89.2438,202.517,1,-1,-1,-1
28,3,769.047,150.438,93.7005,212.629,1,-1,-1,-1
28,14,521.525,146.174,30.1123,68.3323,1,-1,-1,-1
28,16,845.237,152.084,93.3793,211.901,1,-1,-1,-1
29,3,787.988,149.421,95.393,216.469,1,-1,-1,-1
29,14,524.16,144.945,30.6183,69.4806,1,-1,-1,-1
29,16,826.361,149.926,95.5783,216.891,1,-1,-1,-1
30,3,805.103,149.122,96.2072,218.317,1,-1,-1,-1
30,14,526.009,144.576,29.4406,66.8081,1,-1,-1,-1
30,25,372.379,135,95.931,217.69,1,-1,-1,-1
31,3,816.09,154.757,90.7081,205.839,1,-1,-1,-1
31,25,380.945,135,95.931,217.69,1,-1,-1,-1
32,25,392.542,135,95.931,217.69,1,-1,-1,-1
33,25,406.412,135,95.931,217.69,1,-1,-1,-1
34,25,433.833,134.702,83.3834,189.217,1,-1,-1,-1
34,31,518.104,142.753,89.4004,202.872,1,-1,-1,-1
35,31,534.185,145.622,86.9049,197.21,1,-1,-1,-1
35,32,712.594,175.046,79.9233,181.365,1,-1,-1,-1
36,31,548.597,146.899,85.7797,194.657,1,-1,-1,-1
37,31,562.83,155.285,85.3034,193.576,1,-1,-1,-1
38,25,480.274,134.977,95.7098,217.188,1,-1,-1,-1
38,31,584.008,159.606,85.1639,193.259,1,-1,-1,-1
38,38,1063.95,239,57.241,129.89,1,-1,-1,-1
39,25,496.454,135.056,96.451,218.87,1,-1,-1,-1
39,32,602.966,161.889,84.9155,192.694,1,-1,-1,-1
42,31,644.833,155.285,91.637,207.948,1,-1,-1,-1
43,25,556.993,135.035,96.2558,218.427,1,-1,-1,-1
43,31,651.434,151.731,94.9776,215.528,1,-1,-1,-1
44,25,571.448,135.02,96.1186,218.116,1,-1,-1,-1
44,31,661.584,149.918,96.5448,219.084,1,-1,-1,-1
45,25,602.263,151.473,80.4941,182.659,1,-1,-1,-1
45,31,674.218,149.179,97.0703,220.276,1,-1,-1,-1
46,25,624.202,144.676,70.0102,158.868,1,-1,-1,-1
46,31,696.488,149.036,97.0576,220.247,1,-1,-1,-1
47,25,639.663,140.434,64.4056,146.15,1,-1,-1,-1
47,31,716.094,149.173,96.8221,219.712,1,-1,-1,-1
48,25,641.285,135.163,81.4574,184.844,1,-1,-1,-1
48,31,733.54,147.457,90.7594,205.955,1,-1,-1,-1
49,31,749.129,148.468,93.0268,211.101,1,-1,-1,-1
50,31,764.154,149.226,94.5646,214.59,1,-1,-1,-1
50,57,568.172,142.685,37.8433,85.8752,1,-1,-1,-1
51,31,787.603,149.714,95.4862,216.681,1,-1,-1,-1
51,57,575.715,143.214,31.046,70.4507,1,-1,-1,-1
52,31,806.699,149.981,95.9635,217.764,1,-1,-1,-1
52,57,576.277,142.97,33.6495,76.3583,1,-1,-1,-1
53,31,833.238,155.7,90.354,205.035,1,-1,-1,-1
53,57,579.163,146.559,35.1959,79.8672,1,-1,-1,-1
54,31,853.162,153.279,92.9202,210.859,1,-1,-1,-1
54,57,580.333,148.507,36.1462,82.0234,1,-1,-1,-1
55,31,878.104,151.607,94.6011,214.673,1,-1,-1,-1
55,57,584.052,145.943,36.7044,83.2899,1,-1,-1,-1
56,31,897.898,159.254,95.574,216.88,1,-1,-1,-1
56,57,586.374,144.237,38.8545,88.1695,1,-1,-1,-1
56,62,560.817,149,28.309,64.24,1,-1,-1,-1
57,57,590.765,146.776,39.9911,90.7488,1,-1,-1,-1
57,62,561.447,149,28.309,64.24,1,-1,-1,-1
58,57,592.876,148.315,40.4952,91.8932,1,-1,-1,-1
58,62,562.773,148.389,29.8062,67.6375,1,-1,-1,-1
59,57,596.471,145.044,42.7063,96.9107,1,-1,-1,-1
59,62,563.388,148.079,30.6217,69.4882,1,-1,-1,-1
60,57,598.672,143.611,41.7964,94.8461,1,-1,-1,-1
60,62,563.57,147.94,31.0022,70.3518,1,-1,-1,-1
60,72,530.033,129.347,40.8586,92.718,1,-1,-1,-1
61,57,602.937,142.316,43.1202,97.8501,1,-1,-1,-1
61,62,562.364,143.824,32.8946,74.646,1,-1,-1,-1
61,72,533.436,136.539,36.9461,83.8397,1,-1,-1,-1
62,57,604.961,141.719,43.7879,99.3654,1,-1,-1,-1
62,62,565.624,145.557,32.1429,72.9403,1,-1,-1,-1
62,72,535.606,132.93,38.9673,88.4263,1,-1,-1,-1
63,57,609.088,145.576,44.0517,99.964,1,-1,-1,-1
63,62,567.489,146.794,31.5542,71.6044,1,-1,-1,-1
63,72,536.544,131.044,39.9372,90.6273,1,-1,-1,-1
64,57,615.063,147.906,44.0938,100.059,1,-1,-1,-1
64,62,567.217,146.969,32.9196,74.7026,1,-1,-1,-1
64,72,536.836,130.083,40.3709,91.6114,1,-1,-1,-1
65,57,622.523,148.924,40.3224,91.5008,1,-1,-1,-1
65,62,570.33,147.07,33.6707,76.407,1,-1,-1,-1
65,72,538.514,133.677,38.7264,87.8793,1,-1,-1,-1
66,57,623.821,145.219,44.6082,101.227,1,-1,-1,-1
66,62,571.989,147.104,34.021,77.2018,1,-1,-1,-1
67,57,625.591,147.195,44.4284,100.819,1,-1,-1,-1
67,62,572.692,147.098,34.1346,77.4596,1,-1,-1,-1
68,62,575.737,147.075,34.1261,77.4402,1,-1,-1,-1
69,62,577.281,147.05,34.0678,77.3079,1,-1,-1,-1
69,72,541.971,141.372,37.7245,85.6057,1,-1,-1,-1
70,62,581.275,150.343,30.9282,70.1834,1,-1,-1,-1
70,72,544.017,138.873,37.5454,85.199,1,-1,-1,-1
70,81,640.196,137.181,52.7036,119.592,1,-1,-1,-1
71,62,582.764,148.872,32.2191,73.1127,1,-1,-1,-1
71,72,545.635,136.795,35.5884,80.7582,1,-1,-1,-1
